Info,,,,LAZARUS,,,,,,,OFFICIAL,,,,,,,CHANGES,,,,,,,,,,,,,,,LEVEL - UP MOVES,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG MOVES,,,,,,,,,,,,,,,,,,TM/HM MOVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOVE TUTOR MOVES,,,,,,,,,,,,,,,,,,,,,,,,
Name,#,Type,,HP,ATK,DEF,SPA,SPD,SPE,BST,HP,ATK,DEF,SPA,SPD,SPE,BST,HP,ATK,DEF,SPA,SPD,SPE,BST,Ability 1,Ability 2,Hidden Ability,Evolution,Held Item,Location,Egg Groups,,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 23,Move 24,Move 25,Move 26,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 24,Move 25,Move 26,Move 27,Move 28,Move 29,Move 30,Move 31,Move 32,Move 33,Move 34,Move 35,Move 36,Move 37,Move 38,Move 39,Move 40,Move 41,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 24,Move 25
Dewgong,193,Water,Ice,115,75,80,75,90,65,500,90,70,80,70,95,70,475,25,5,0,5,-5,-5,25,Thick Fat,Ice Scales,Ice Body,Lv. 34,,Seel (evolve),Water 1,Field,"1, Headbutt","3, Growl","7, Signal Beam","11, Icy Wind","13, Encore","17, Ice Shard","21, Rest","23, Aqua Ring","27, Aurora Beam","31, Aqua Jet","33, Brine","Evo, Sheer Cold","35, Megahorn","39, Take Down","45, Dive","49, Aqua Tail","55, Ice Beam","61, Safeguard","65, Hail",,,,,,,,,Lick,Perish Song,Disable,Horn Drill,Slam,Encore,Fake Out,Icicle Spear,Signal Beam,Stockpile,Swallow,Spit Up,Water Pulse,Iron Tail,Sleep Talk,Belch,Entrainment,,TM03 - Water Pulse,TM06 - Toxic,TM07 - Hail,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM23 - Iron Tail,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM58 - Play Rough,HM03 - Surf,HM04 - Strength,HM07 - Waterfall,HM08 - Dive,,,,,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Icy Wind,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,,,
Bronzor,194,Steel,Psychic,57,24,86,24,86,23,300,57,24,86,24,86,23,300,0,0,0,0,0,0,0,Levitate,Heatproof,Heavy Metal,,,"Acrisia Mountains Peak, Froslass Cavern (wild)",Mineral,Mineral,"1, Tackle","1, Confusion","5, Hypnosis","9, Imprison","11, Confuse Ray","15, Psywave","19, Iron Defense","21, Feint Attack","23, Psybeam","26, Safeguard","29, Future Sight","31, Metal Sound","33, Gyro Ball","37, Relic Song","39, Extrasensory","41, Payback","45, Heal Block","49, Heavy Slam","54, Clangorous Soul",,,,,,,,,,,,,,,,,,,,,,,,,,,TM04 - Calm Mind,TM06 - Toxic,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM22 - Solar Beam,TM26 - Earthquake,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM48 - Skill Swap,HM05 - Flash,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Dream Eater,Endure,Psych Up,Rock Slide,Rollout,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,
Bronzong,195,Steel,Psychic,67,79,121,89,121,33,510,67,89,116,79,116,33,500,0,-10,5,10,5,0,10,Levitate,Heatproof,Heavy Metal,Lv. 33,,Bronzor (evolve),Mineral,Mineral,"1, Sunny Day","1, Rain Dance","1, Tackle","1, Confusion","5, Hypnosis","9, Imprison","11, Confuse Ray","15, Psywave","19, Iron Defense","21, Feint Attack","23, Psybeam","26, Safeguard","29, Future Sight","31, Metal Sound","Evo, Block","33, Gyro Ball","37, Relic Song","39, Extrasensory","41, Payback","45, Heal Block","49, Heavy Slam","54, Clangorous Soul",,,,,,,,,,,,,,,,,,,,,,,,TM04 - Calm Mind,TM06 - Toxic,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM22 - Solar Beam,TM26 - Earthquake,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM48 - Skill Swap,HM04 - Strength,HM05 - Flash,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,Body Slam,Dream Eater,Endure,Explosion,Psych Up,Rock Slide,Rollout,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,
Cufant,196,Steel,Normal,72,80,49,40,49,40,330,72,80,49,40,49,40,330,0,0,0,0,0,0,0,Sheer Force,Long Reach,Heavy Metal,,,"Riverwalk Trail S, Sea of Asteri (wild)",Field,Mineral,"1, Tackle","1, Growl","5, Rollout","10, Rock Smash","13, Water Gun","16, Bulldoze","20, Stomp","23, Iron Defense","27, Body Slam","30, Dig","34, Strength","38, Iron Head","42, Play Rough","45, Liquidation","49, High Horsepower","53, Megahorn","55, Superpower",,,,,,,,,,,Double-Edge,Belch,Curse,Slam,Fissure,Swagger,Whirlwind,Defense Curl,,,,,,,,,,,TM17 - Protect,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Defense Curl,Double-Edge,Endure,Mega Kick,Rock Slide,Rollout,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,
Copperajah,197,Steel,Normal,122,130,74,75,69,30,500,122,130,69,80,69,30,500,0,0,5,-5,0,0,0,Sheer Force,Long Reach,Heavy Metal,Lv. 34,,Cufant (evolve),Field,Mineral,"1, Body Press","1, Tackle","1, Growl","5, Rollout","10, Rock Smash","13, Water Gun","16, Bulldoze","20, Stomp","23, Iron Defense","27, Body Slam","30, Dig","Evo, Heavy Slam","34, Strength","38, Iron Head","42, Play Rough","45, Liquidation","49, High Horsepower","53, Megahorn","55, Superpower",,,,,,,,,Double-Edge,Belch,Curse,Slam,Fissure,Swagger,Whirlwind,Defense Curl,,,,,,,,,,,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Defense Curl,Double-Edge,Endure,Mega Kick,Rock Slide,Rollout,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,
Zorua,198,Dark,,40,65,40,80,40,65,330,40,65,40,80,40,65,330,0,0,0,0,0,0,0,Illusion,,Fluffy,,,Erinys Path W (wild),Field,Field,"1, Scratch","1, Leer","5, Pursuit","9, Fake Tears","13, Fury Swipes","15, Skitter Smack","17, Snarl","21, Scary Face","25, Taunt","28, Knock Off","32, Torment","35, Dark Pulse","37, Agility","40, Extrasensory","42, Embargo","45, Punishment","49, Nasty Plot","53, Imprison","57, Night Daze",,,,,,,,,Detect,Captivate,Dark Pulse,Snatch,Memento,Sucker Punch,Extrasensory,Counter,Copycat,,,,,,,,,,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM28 - Dig,TM30 - Shadow Ball,TM32 - Double Team,TM36 - Sludge Bomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM49 - Snatch,HM01 - Cut,,,,,,,,,,,,,,,,,,,,,,,Counter,Endure,Psych Up,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,,,,,,,,,,,
Zoroark,199,Dark,,60,105,60,120,60,115,520,60,105,60,120,60,105,510,0,0,0,0,0,10,10,Illusion,,Fluffy,Lv. 30,,Zorua (evolve),Field,Field,"1, Night Slash","1, Night Daze","1, Imprison","1, U-Turn","1, Scratch","1, Leer","5, Pursuit","9, Fake Tears","13, Fury Swipes","15, Skitter Smack","17, Snarl","21, Scary Face","25, Taunt","28, Knock Off","Evo, Foul Play","32, Torment","35, Dark Pulse","37, Agility","40, Extrasensory","42, Embargo","45, Punishment","49, Nasty Plot","53, Imprison","57, Night Daze",,,,Detect,Captivate,Dark Pulse,Snatch,Memento,Sucker Punch,Extrasensory,Counter,Copycat,,,,,,,,,,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM28 - Dig,TM29 - Psychic,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM36 - Sludge Bomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM49 - Snatch,HM01 - Cut,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,Body Slam,Counter,Endure,Mega Kick,Mega Punch,Psych Up,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,,,,,,,,
Sneasel,200,Dark,Ice,55,95,55,35,75,115,430,55,95,55,35,75,115,430,0,0,0,0,0,0,0,Inner Focus,Keen Eye,Pickpocket,,,Froslass Cavern (wild),Field,Field,"1, Scratch","1, Leer","1, Taunt","8, Quick Attack","10, Feint Attack","14, Icy Wind","16, Fury Swipes","19, Ice Shard","20, Agility","22, Metal Claw","25, Hone Claws","27, Ice Fang","28, Knock Off","32, Screech","34, Slash","37, Icicle Crash","40, Snatch","44, Dire Claw","47, Ice Shard",,,,,,,,,Counter,Spite,Foresight,Bite,Crush Claw,Fake Out,Double Hit,Punishment,Pursuit,Ice Shard,Ice Punch,Assist,Avalanche,Feint,Icicle Crash,Throat Chop,,,TM01 - Focus Punch,TM03 - Water Pulse,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM28 - Dig,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM33 - Reflect,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM49 - Snatch,HM01 - Cut,HM03 - Surf,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,Counter,Defense Curl,Double-Edge,Dream Eater,Endure,Fury Cutter,Ice Punch,Icy Wind,Mega Kick,Mega Punch,Metronome,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,
Weavile,201,Dark,Ice,70,120,65,45,85,125,510,70,120,65,45,85,125,510,0,0,0,0,0,0,0,Pressure,,Pickpocket,Razor Claw,,Sneasel (evolve),Field,Field,"Evo, Poison Jab","1, Embargo","1, Revenge","1, Assurance","1, Scratch","1, Leer","1, Taunt","8, Quick Attack","10, Feint Attack","14, Icy Wind","16, Fury Swipes","19, Ice Shard","20, Nasty Plot","22, Metal Claw","25, Hone Claws","27, Ice Fang","28, Knock Off","32, Screech","34, Night Slash","37, Icicle Crash","40, Snatch","44, Dire Claw","47, Dark Pulse",,,,,Counter,Spite,Foresight,Bite,Crush Claw,Fake Out,Double Hit,Punishment,Pursuit,Ice Shard,Ice Punch,Assist,Avalanche,Feint,Icicle Crash,Throat Chop,,,TM01 - Focus Punch,TM03 - Water Pulse,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM28 - Dig,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM33 - Reflect,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM49 - Snatch,HM01 - Cut,HM03 - Surf,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,Counter,Dream Eater,Endure,Fury Cutter,Ice Punch,Icy Wind,Mega Kick,Mega Punch,Metronome,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,,,
Sneasler,202,Fighting,Poison,80,130,60,40,80,120,510,80,130,60,40,80,120,510,0,0,0,0,0,0,0,Pressure,Unburden,Poison Touch,Razor Claw,,Hisuian Sneasel (evolve),Field,Field,"1, Scratch","1, Leer","1, Taunt","8, Quick Attack","10, Poison Sting","14, Rock Smash","16, Fury Swipes","19, Ice Shard","20, Agility","22, Metal Claw","25, Hone Claws","27, Poison Jab","28, Knock Off","32, Screech","34, Slash","37, Swords Dance","40, Snatch","44, Dire Claw","47, Close Combat",,,,,,,,,,,,,,,,,,,,,,,,,,,TM01 - Focus Punch,TM04 - Calm Mind,TM06 - Toxic,TM08 - Bulk Up,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM28 - Dig,TM30 - Shadow Ball,TM31 - Brick Break,TM36 - Sludge Bomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM46 - Thief,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,Counter,Endure,Sleep Talk,Swift,Swords Dance,,,,,,,,,,,,,,,,,,,,
Tyrunt,203,Rock,Dragon,58,89,77,45,45,48,362,58,89,77,45,45,48,362,0,0,0,0,0,0,0,Strong Jaw,,Sturdy,,,Areios Hideout (wild),Dragon,Monster,"1, Tail Whip","1, Tackle","6, Roar","10, Stomp","12, Bide","15, Stealth Rock","17, Bite","20, Glare","24, Poison Fang","26, Ancient Power","30, Dragon Tail","34, Crunch","37, Dragon Claw","40, Thrash","44, Earthquake","49, Horn Drill",,,,,,,,,,,,Dragon Dance,Thunder Fang,Ice Fang,Poison Fang,Rock Polish,Fire Fang,Curse,,,,,,,,,,,,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM17 - Protect,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM04 - Strength,HM05 - Flash,,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Endure,Rock Slide,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,,,,
Tyrantrum,204,Rock,Dragon,92,121,119,59,59,71,521,82,121,119,69,59,71,521,10,0,0,-10,0,0,0,Strong Jaw,,Rock Head,"Lv. 39, Day",,Tyrunt (evolve),Dragon,Monster,"1, Head Smash","1, Tail Whip","1, Tackle","6, Roar","10, Stomp","12, Bide","15, Stealth Rock","17, Bite","20, Glare","24, Poison Fang","26, Ancient Power","30, Dragon Tail","34, Crunch","37, Dragon Claw","Evo, Rock Slide","40, Thrash","44, Earthquake","49, Horn Drill","54, Head Smash","60, Dragon Energy",,,,,,,,Dragon Dance,Thunder Fang,Ice Fang,Poison Fang,Rock Polish,Fire Fang,Curse,,,,,,,,,,,,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM04 - Strength,HM05 - Flash,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Endure,Rock Slide,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,,,,
Amaura,205,Rock,Ice,77,59,50,67,63,46,362,77,59,50,67,63,46,362,0,0,0,0,0,0,0,Refrigerate,,Prism Armor,,,Froslass Cavern (wild),Monster,Monster,"1, Growl","1, Powder Snow","5, Thunder Wave","10, Rock Throw","13, Icy Wind","15, Take Down","18, Mist","20, Aurora Beam","23, Ancient Power","27, Round","30, Avalanche","34, Hail","38, Nature Power","40, Encore","42, Light Screen","46, Ice Beam","50, Mystical Power","55, Blizzard",,,,,,,,,,Haze,Barrier,Mirror Coat,Magnet Rise,Discharge,,,,,,,,,,,,,,TM03 - Water Pulse,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM23 - Iron Tail,TM24 - Thunderbolt,TM32 - Double Team,TM33 - Reflect,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM05 - Flash,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,Body Slam,Dream Eater,Endure,Icy Wind,Psych Up,Rock Slide,Sleep Talk,Snore,Swagger,Thunder Wave,,,,,,,,,,,,,,,
Aurorus,206,Rock,Ice,128,72,82,99,92,48,521,123,77,72,99,92,58,521,5,-5,10,0,0,-10,0,Refrigerate,,Prism Armor,"Lv. 39, Night",,Amaura (evolve),Monster,Monster,"1, Growl","1, Powder Snow","5, Thunder Wave","10, Rock Throw","13, Icy Wind","15, Take Down","18, Mist","20, Aurora Beam","23, Ancient Power","27, Round","30, Avalanche","34, Hail","38, Nature Power","Evo, Freeze-Dry","40, Encore","42, Light Screen","46, Ice Beam","50, Mystical Power","55, Blizzard",,,,,,,,,Haze,Barrier,Mirror Coat,Magnet Rise,Discharge,,,,,,,,,,,,,,TM03 - Water Pulse,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM29 - Psychic,TM32 - Double Team,TM33 - Reflect,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM05 - Flash,HM06 - Rock Smash,,,,,,,,,,,,,,,,Body Slam,Dream Eater,Endure,Icy Wind,Psych Up,Rock Slide,Sleep Talk,Snore,Swagger,Thunder Wave,,,,,,,,,,,,,,,
Meowth,207,Normal,,40,50,35,45,40,90,300,40,45,35,40,40,90,290,0,5,0,5,0,0,10,Pickup,Technician,Unnerve,,,"Kalami City, Pythios Town (wild)",Field,Field,"1, Scratch","1, Growl","6, Bite","9, Fake Out","14, Fury Swipes","17, Screech","22, Feint Attack","25, Taunt","30, Pay Day","33, Slash","38, Nasty Plot","41, Assurance","46, Captivate","49, Night Slash","50, Feint",,,,,,,,,,,,,Spite,Charm,Hypnosis,Amnesia,Assist,Odor Sleuth,Flail,Last Resort,Punishment,Tail Whip,Snatch,Iron Tail,Foul Play,,,,,,TM03 - Water Pulse,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM28 - Dig,TM30 - Shadow Ball,TM32 - Double Team,TM34 - Shock Wave,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM49 - Snatch,HM01 - Cut,HM05 - Flash,,,,,,,,,,,,,,,,,,,,Body Slam,Defense Curl,Double-Edge,Dream Eater,Endure,Icy Wind,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,
Persian,208,Normal,,75,80,65,75,70,115,480,65,70,60,65,65,115,440,10,10,5,10,5,0,40,Limber,Technician,Unnerve,Lv. 27,,The Nyx Trails (wild),Field,Field,"1, Play Rough","1, Switcheroo","1, Scratch","1, Growl","6, Bite","9, Fake Out","14, Fury Swipes","17, Screech","22, Feint Attack","25, Taunt","Evo, Slash","32, Power Gem","37, Snarl","41, Nasty Plot","49, Assurance","56, Captivate","61, Night Slash","65, Feint",,,,,,,,,,Spite,Charm,Hypnosis,Amnesia,Assist,Odor Sleuth,Flail,Last Resort,Punishment,Tail Whip,Snatch,Iron Tail,Foul Play,,,,,,TM03 - Water Pulse,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM28 - Dig,TM30 - Shadow Ball,TM32 - Double Team,TM34 - Shock Wave,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM49 - Snatch,TM58 - Play Rough,TM60 - U-Turn,HM01 - Cut,HM05 - Flash,,,,,,,,,,,,,,,,Body Slam,Defense Curl,Double-Edge,Dream Eater,Endure,Icy Wind,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,
Perrserker,209,Steel,,75,120,120,50,65,50,480,70,110,100,50,60,50,440,5,10,20,0,5,0,40,Battle Armor,Tough Claws,Steely Spirit,Lv. 27,,"The Nyx Trails, Kaptara Island (wild)",Field,Field,"1, Metal Burst","1, Iron Defense","1, Fake Out","1, Growl","1, Hone Claws","1, Scratch","12, Pay Day","16, Metal Claw","20, Taunt","23, Swagger","25, Bite","Evo, Iron Head","29, Fury Swipes","32, Screech","35, Slash","35, Night Slash","38, Metal Sound","41, Icicle Crash","45, Thrash",,,,,,,,,Spite,Double-Edge,Curse,Flail,Night Slash,Covet,,,,,,,,,,,,,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM28 - Dig,TM30 - Shadow Ball,TM31 - Brick Break,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,,,,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Metronome,Sleep Talk,Snore,Swagger,Swords Dance,,,,,,,,,,,,,,,,,
Pachirisu,210,Electric,,60,45,70,75,110,95,455,60,45,70,45,90,95,405,0,0,0,30,20,0,50,Fur Coat,Pickup,Volt Absorb,,,"Asfal Hills, Port Pello (wild)",Fairy,Field,"1, Growl","1, Bide","5, Quick Attack","9, Charm","13, Spark","17, Endure","19, Nuzzle","21, Swift","25, Electro Ball","29, Sweet Kiss","33, Thunder Wave","37, Super Fang","41, Discharge","45, Last Resort","49, Hyper Fang",,,,,,,,,,,,,Covet,Bite,Fake Tears,Defense Curl,Rollout,Flatter,Flail,Iron Tail,Tail Whip,Follow Me,Charge,Bestow,Ion Deluge,Baby-Doll Eyes,,,,,TM06 - Toxic,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM28 - Dig,TM32 - Double Team,TM34 - Shock Wave,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,HM01 - Cut,HM05 - Flash,,,,,,,,,,,,,,,,,,,,,,,Defense Curl,Endure,Mud-Slap,Rollout,Sleep Talk,Snore,Swagger,Swift,Thunder Punch,Thunder Wave,,,,,,,,,,,,,,,
Electrike,211,Electric,,40,45,40,65,40,65,295,40,45,40,65,40,65,295,0,0,0,0,0,0,0,Static,Lightning Rod,Electric Surge,,,"Riverwalk Trail N, Asfal Hills (wild)",Field,Field,"1, Tackle","1, Thunder Wave","4, Leer","7, Howl","10, Quick Attack","13, Spark","16, Odor Sleuth","19, Thunder Fang","24, Bite","29, Discharge","31, Fire Fang","34, Roar","39, Wild Charge","44, Charge","49, Thunder",,,,,,,,,,,,,Crunch,Headbutt,Uproar,Curse,Swift,Discharge,Ice Fang,Fire Fang,Thunder Fang,Switcheroo,Electro Ball,Shock Wave,Flame Burst,Eerie Impulse,,,,,TM05 - Roar,TM06 - Toxic,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM32 - Double Team,TM34 - Shock Wave,TM35 - Flamethrower,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM52 - Thunder Fang,TM53 - Ice Fang,TM54 - Fire Fang,TM55 - Psychic Fangs,TM59 - Volt Switch,HM04 - Strength,HM05 - Flash,,,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Mud-Slap,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,,,,
Manectric,212,Electric,,70,85,60,105,60,125,505,70,75,60,105,60,105,475,0,10,0,0,0,20,30,Static,Lightning Rod,Electric Surge,Lv. 26,,Areios Hideout (wild),Field,Field,"1, Fire Fang","1, Tackle","1, Thunder Wave","4, Leer","7, Howl","10, Quick Attack","13, Spark","16, Odor Sleuth","19, Thunder Fang","24, Bite","Evo, Electric Terrain","30, Discharge","32, Fire Fang","36, Roar","42, Rising Voltage","45, Flamethrower","48, Charge","54, Rising Voltage","60, Electric Terrain",,,,,,,,,Crunch,Headbutt,Uproar,Curse,Swift,Discharge,Ice Fang,Fire Fang,Thunder Fang,Switcheroo,Electro Ball,Shock Wave,Flame Burst,Eerie Impulse,,,,,TM05 - Roar,TM06 - Toxic,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM32 - Double Team,TM34 - Shock Wave,TM35 - Flamethrower,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM50 - Overheat,TM52 - Thunder Fang,TM53 - Ice Fang,TM54 - Fire Fang,TM55 - Psychic Fangs,TM59 - Volt Switch,HM04 - Strength,HM05 - Flash,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Mud-Slap,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,,,,
